Description,VoteCount,Rating,Year,Title
"Based on the American series 'New Amsterdam,' the series will follow the events that subsequently occur after an idealist doctor is assigned to a hospital in the city. Chief Physician Baris Güvener is appointed to Hisarönü Hospital, one of the oldest and most established hospitals in Istanbul. However, Hisaronu, one of the best hospitals of its time, is going through a difficult time. With the arrival of a young and idealistic chief physician, the story of the entire hospital begins to be rewritten. Baris tries to get the hospital up and running, he will not only struggle with the difficulties in his own life but also enter into a tough battle for his patients and his colleagues, whose hearts he wins over one after the other. While the path of impossible loves, precious friendships, and touching life stories passes through Hisarönü Hospital, Baris will make us believe again in the power of love, hope, and devotion and will open the doors of the hospital to everyone living in Istanbul. In order to say ""Hayat Bugun"" (Life is Today), to hope and start over, he will ask only one question; ""How can I help you?""",135.0,6.0,2022,165. Hayat Bugün
"The 'Manager' structuring, supported by the dark forces of the West, has become a clear threat to Turkey. Bloody terrorist acts are taking place in Turkey that will create chaos and lead the people to fear and panic. The Turkish economy is going through various tests, and the most vulnerable points of the country are subjected to cyber attacks through Metavarse, dark web, crypto communication systems and internet systems. This complex and complex enemy; It also actively uses a wide variety of groups within the country. The Sipahis of the National Intelligence Organization realize this danger and react quickly.",401.0,6.6,2022–2023,166. Sipahi
"The story of Hayreddin Barbarossa, an Ottoman corsair and later admiral of the Ottoman Navy.",81.0,6.0,2022–2023,167. Barbaros Hayreddin: Sultan Fermani
"Fuat is a successful and respected lawyer. One day a bad incident happened to his daughter. The series will convey to the audience how Fuat, while trying to avenge his daughter's incident, confronts the darkness within himself and tries to achieve his own justice, along with the mysterious messages that come to his phone.",1000.0,6.3,2022,168. Ben Gri
"Mona is a young woman who grew up in an orphanage. He works for the Internet newspaper and has been reporting on the cases of house arson in different parts of Istanbul recently. Again, one day when he goes to the news of the fire, they come across the photo reporter Yakup, who came to do the same news.",414.0,6.6,2022,169. Kusursuz Kiraci
The show is about a 14th century Turkish Sufi living in Anatolia and tells his spiritual journey over the course of his lifetime.,93.0,7.7,2022,170. Askin Yolculugu: Haci Bayram Veli
,165.0,6.3,2022,171. Maske: Kimsin Sen?
"Seven special ops cops and their leader chase the organized crime leader Ejder. When they finally reach him, their lives change forever.",143.0,6.3,2022–2023,172. Sifirinci Gün
"Urban and middle-class individuals are in the center; Witness the relationships, miscommunications and conflicts of intelligent, ordinary, macho, neurotic, confused, dominant, flirtatious, emotional, unpredictable and funny characters.",415.0,6.3,2022–,173. Ask Kumardir
"Atlas was bullied during his high school years and he left his hometown with his mother. Years later, he was appointed to his own high school as a mathematics teacher. Revenge or coincidence?",237.0,5.7,2022,174. Kara Tahta
"Selma comes to Istanbul from Van to get the inheritance left to her when she thinks that all means are exhausted. Beneath is his father's scrap car, with his well-to-do brother Leylim. The only condition to receive the inheritance is to find the other partner of the inheritance, his old love Mihran. Mihran, who was born on the same day as her, who was prophesied to love each other with great love on the day they were born, who migrated to Istanbul after the fire in which Selma was declared the scapegoat. Selma finds Mihran in Istanbul. Thus, not only Selma and Mihran, but also Mihran's barista cousin Atakan, Atakan's platonic love boxer Altan, Mihran's big and cheerful family; His aunt, Menemenci Kiymet, his cousin Füsun's mother, Saliha Kiymet's arm and hand, Feyyaz, and his arch-rival Hakim's life also change.",321.0,7.4,2022–2023,175. Güzel Günler
"In I Listen to You, where Onur Buldu gives life to 5 different characters, there are 5 different couples and many guest actors in each episode. Onur Buldu and his characters offer a unique relationship therapy experience in I'm Listening to You.",199.0,5.8,2022–,176. Sizi Dinliyorum
"Tired of disappointing relationships, Deniz and Sarp look for the last resort in books that provide relationship advice. Every time they try to get to know each other, they sometimes laugh, sometimes have emotional moments, and sometimes find themselves in various oddities.",463.0,6.4,2022,177. Bizden Olur Mu
"Sultan loses his 2-year-old daughter. A week ago, Gazel lost his daughter, who was the same age, in a traffic accident, and kidnapped the little girl who had come out of the forest instead of her own daughter. The Sultan searched for his daughter for years, and his family was thrown away because of her pain. Destiny brings the two women together after 18 years. The two families are inextricably linked.",21.0,6.9,2022,178. Kadere Karsi
Tells the story of the struggle of two young people of different nationalities to achieve the impossible for the sake of their love in Skopje.,149.0,5.5,2022–2023,179. Balkan Ninnisi
"The common goal of Duran, Celal and Mustafa is to find a way to get rid of the suburban neighborhood they live in as soon as possible. Duran wants to win the Muay Thai tournament and become a wealthy and famous fighter. Celal starts working on a rap composition after his unsuccessful attempts.",229.0,5.5,2022,180. Duran
"Zeynep, who worked under difficult conditions in Edremit and prepared for the university exam, finally became the fifth in Turkey and won the law department of the university of her choice. Zeynep, who dreams of moving to Istanbul with her mother to go to university, is unaware of the misfortune of her mother Gönül.",47.0,7.2,2022–,181. Ask ve Umut
"Socialite beauty Ala, who lost everything she had because of her father's business collapse, decides to try her luck on social media and become a phenomenon. However, gaining followers on social media and becoming a phenomenon will not be as easy as she thought.",44.0,4.4,2022–,182. Nasıl Fenomen Oldum
"Kerem and Pinar lead separate lives in Istanbul, focused on careers but their families want them to get married. They are against arranged marriage and do not want to meet.",44.0,4.3,2022,183. Mükemmel Eslesme
Oglum presents sections from the lives of two children with completely different lives. The series will reveal the unconditional innocence of children.,192.0,6.2,2022,184. Oğlum
"The three sons of Hakim and Seniha Serbetlioglu, one of the prominent families of Bursa, were sent to Istanbul for university education, and to live a life they did not expect. Their middle son Murat is a coupon addict who bets everything in life when he should have studied law.",303.0,4.9,2022,185. Ah Nerede
"A new format with Mesut Süre, which has drawn a unique and pioneering path both in the world of humor and in the field of talk shows. Mesut Süre talks to the lonely, about loneliness, the reasons for loneliness, whether loneliness is ""sultanism"" or ""desperation"", over the loneliness of his guests - in his own words - ""making people laugh like a bear"".",158.0,8.0,2022–,186. Yalnızım Mesut Bey
Embark on a stunning journey through the landscape and history of Istanbul in this documentary series.,64.0,6.2,2022,187. Sakli Istanbul
"Serhat and Mertkan, who live in the container of a car junkyard, are very good friends. They follow the trends of social media and try to break records by including celebrities and phenomena in their video content. They attract the attention of the followers with their jokes and funny situations over time.",15.0,5.8,2022,188. Konteynir Brothers: Hurdalik
"Pinar is a young, single, and working woman. It is stuck between East and West and continues to be compressed. She is convinced that among the men who want to be with her, there must be a prince on a white horse, worthy of her family.",0.0,,2022–,189. Modern Kadin
,6.0,9.5,2022–2023,190. Bir Tugan
,86.0,9.6,2022–,191. Bozuk Mikrofon
